Algorytm;Poziom_trudnosci;Czas_ms;Odwiedzone_stany;Przetworzone_stany;Max_glebokosc
BFS;1;0.034;9;4;1
DFS;1;9250.977;4216280;4216280;20
A* (Manh);1;0.058;4;2;1
A* (Hamm);1;0.021;4;2;1
BFS;1;0.022;9;4;1
DFS;1;9112.965;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9054.226;4216280;4216280;20
A* (Manh);1;0.118;4;2;1
A* (Hamm);1;0.018;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8875.284;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9132.465;4224796;4224796;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9168.879;4224796;4224796;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9170.836;4216280;4216280;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9230.031;4216280;4216280;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8998.728;4216280;4216280;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9360.437;4216280;4216280;20
A* (Manh);1;0.042;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9104.841;4224796;4224796;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8918.017;4216280;4216280;20
A* (Manh);1;0.055;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8931.318;4216280;4216280;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9280.344;4224796;4224796;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8961.431;4224796;4224796;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.018;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8988.417;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9061.331;4216280;4216280;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.022;9;4;1
DFS;1;9057.706;4216280;4216280;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9073.492;4224796;4224796;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9308.036;4216280;4216280;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9007.119;4216280;4216280;20
A* (Manh);1;0.042;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8972.37;4216280;4216280;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9291.932;4224796;4224796;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8911.157;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9326.6;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9227.735;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8927.603;4224796;4224796;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9160.946;4224796;4224796;20
A* (Manh);1;0.046;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9346.427;4216280;4216280;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9188.797;4224796;4224796;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9003.114;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9432.976;4216280;4216280;20
A* (Manh);1;0.046;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8927.513;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8925.709;4216280;4216280;20
A* (Manh);1;0.042;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9408.718;4216280;4216280;20
A* (Manh);1;0.074;4;2;1
A* (Hamm);1;0.029;4;2;1
BFS;1;0.034;9;4;1
DFS;1;8993.192;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9073.498;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9149.354;4216280;4216280;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9008.225;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9041.099;4224796;4224796;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8997.731;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8807.44;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8925.835;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9005.022;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9003.996;4224796;4224796;20
A* (Manh);1;0.06;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.022;9;4;1
DFS;1;9355.476;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;9019.258;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8890.635;4224796;4224796;20
A* (Manh);1;0.042;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9182.224;4216280;4216280;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9341.467;4216280;4216280;20
A* (Manh);1;0.044;4;2;1
A* (Hamm);1;0.017;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8840.795;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9318.728;4224796;4224796;20
A* (Manh);1;0.045;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;9106.7;4224796;4224796;20
A* (Manh);1;0.042;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8612.239;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8716.489;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.018;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8826.7;4224796;4224796;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.02;9;4;1
DFS;1;8816.736;4216280;4216280;20
A* (Manh);1;0.043;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8638.255;4216280;4216280;20
A* (Manh);1;0.042;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;1;0.021;9;4;1
DFS;1;8811.531;4224796;4224796;20
A* (Manh);1;0.042;4;2;1
A* (Hamm);1;0.016;4;2;1
BFS;2;0.054;31;13;2
DFS;2;644.35;337250;337236;20
A* (Manh);2;0.197;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.06;34;15;2
DFS;2;723.456;353115;353103;20
A* (Manh);2;0.405;7;3;2
A* (Hamm);2;0.03;7;3;2
BFS;2;0.06;34;15;2
DFS;2;714.319;353115;353103;20
A* (Manh);2;0.289;7;3;2
A* (Hamm);2;0.029;7;3;2
BFS;2;0.06;34;15;2
DFS;2;760.701;353115;353103;20
A* (Manh);2;0.3;7;3;2
A* (Hamm);2;0.029;7;3;2
BFS;2;0.043;23;10;2
DFS;2;1765.616;870523;870515;20
A* (Manh);2;0.383;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.059;34;15;2
DFS;2;676.636;353115;353103;20
A* (Manh);2;0.299;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.006;1;1;0
DFS;2;0.003;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.05;31;13;2
DFS;2;648.941;337250;337236;20
A* (Manh);2;0.194;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.041;23;10;2
DFS;2;1259.21;652343;652332;20
A* (Manh);2;0.386;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.059;34;15;2
DFS;2;675.427;353115;353103;20
A* (Manh);2;0.333;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.052;31;13;2
DFS;2;641.123;337250;337236;20
A* (Manh);2;0.297;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.042;23;10;2
DFS;2;1268.301;652343;652332;20
A* (Manh);2;0.323;6;3;2
A* (Hamm);2;0.027;6;3;2
BFS;2;0.066;1;1;0
DFS;2;0.004;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.057;34;15;2
DFS;2;787.23;353115;353103;20
A* (Manh);2;0.569;7;3;2
A* (Hamm);2;0.048;7;3;2
BFS;2;0.009;1;1;0
DFS;2;0.005;1;1;0
A* (Manh);2;0.004;1;1;0
A* (Hamm);2;0.003;1;1;0
BFS;2;0.069;23;10;2
DFS;2;1340.358;652343;652332;20
A* (Manh);2;0.388;6;3;2
A* (Hamm);2;0.027;6;3;2
BFS;2;0.043;23;10;2
DFS;2;1262.251;652343;652332;20
A* (Manh);2;0.358;6;3;2
A* (Hamm);2;0.025;6;3;2
BFS;2;0.006;1;1;0
DFS;2;0.004;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.002;1;1;0
DFS;2;0.002;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.05;31;13;2
DFS;2;634.237;337250;337236;20
A* (Manh);2;0.246;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.062;1;1;0
DFS;2;0.004;1;1;0
A* (Manh);2;0.003;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.04;23;10;2
DFS;2;1709.631;870523;870515;20
A* (Manh);2;0.446;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.006;1;1;0
DFS;2;0.003;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.051;31;13;2
DFS;2;638.293;337250;337236;20
A* (Manh);2;0.194;7;3;2
A* (Hamm);2;0.027;7;3;2
BFS;2;0.058;34;15;2
DFS;2;666.912;353115;353103;20
A* (Manh);2;0.337;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.058;34;15;2
DFS;2;668.883;353115;353103;20
A* (Manh);2;0.281;7;3;2
A* (Hamm);2;0.027;7;3;2
BFS;2;0.043;23;10;2
DFS;2;1295.265;652343;652332;20
A* (Manh);2;0.324;6;3;2
A* (Hamm);2;0.027;6;3;2
BFS;2;0.044;23;10;2
DFS;2;1706.598;870523;870515;20
A* (Manh);2;0.373;6;3;2
A* (Hamm);2;0.025;6;3;2
BFS;2;0.06;34;15;2
DFS;2;674.216;353115;353103;20
A* (Manh);2;0.398;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.052;31;13;2
DFS;2;643.85;337250;337236;20
A* (Manh);2;0.196;7;3;2
A* (Hamm);2;0.027;7;3;2
BFS;2;0.058;34;15;2
DFS;2;670.339;353115;353103;20
A* (Manh);2;0.319;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.006;1;1;0
DFS;2;0.003;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.05;31;13;2
DFS;2;647.019;337250;337236;20
A* (Manh);2;0.138;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.081;1;1;0
DFS;2;0.004;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.003;1;1;0
DFS;2;0.002;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.002;1;1;0
DFS;2;0.002;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.001;1;1;0
BFS;2;0.055;34;15;2
DFS;2;668.195;353115;353103;20
A* (Manh);2;0.285;7;3;2
A* (Hamm);2;0.027;7;3;2
BFS;2;0.057;34;15;2
DFS;2;667.318;353115;353103;20
A* (Manh);2;0.194;7;3;2
A* (Hamm);2;0.027;7;3;2
BFS;2;0.042;23;10;2
DFS;2;1248.033;652343;652332;20
A* (Manh);2;0.364;6;3;2
A* (Hamm);2;0.025;6;3;2
BFS;2;0.006;1;1;0
DFS;2;0.003;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.039;23;10;2
DFS;2;1261.096;652343;652332;20
A* (Manh);2;0.269;6;3;2
A* (Hamm);2;0.025;6;3;2
BFS;2;0.006;1;1;0
DFS;2;0.003;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.002;1;1;0
DFS;2;0.002;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.002;1;1;0
DFS;2;0.002;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.039;23;10;2
DFS;2;1247.818;652343;652332;20
A* (Manh);2;0.381;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.042;23;10;2
DFS;2;1243.874;652343;652332;20
A* (Manh);2;0.346;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.054;31;13;2
DFS;2;633.793;337250;337236;20
A* (Manh);2;0.124;7;3;2
A* (Hamm);2;0.026;7;3;2
BFS;2;0.138;1;1;0
DFS;2;0.004;1;1;0
A* (Manh);2;0.003;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.04;23;10;2
DFS;2;1709.655;870523;870515;20
A* (Manh);2;0.438;6;3;2
A* (Hamm);2;0.027;6;3;2
BFS;2;0.043;23;10;2
DFS;2;1263.393;652343;652332;20
A* (Manh);2;0.367;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.059;34;15;2
DFS;2;665.375;353115;353103;20
A* (Manh);2;0.338;7;3;2
A* (Hamm);2;0.028;7;3;2
BFS;2;0.057;34;15;2
DFS;2;699.539;353115;353103;20
A* (Manh);2;0.116;7;3;2
A* (Hamm);2;0.027;7;3;2
BFS;2;0.052;31;13;2
DFS;2;639.855;337250;337236;20
A* (Manh);2;0.119;7;3;2
A* (Hamm);2;0.027;7;3;2
BFS;2;0.042;23;10;2
DFS;2;1717.459;870523;870515;20
A* (Manh);2;0.524;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.006;1;1;0
DFS;2;0.021;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;2;0.04;23;10;2
DFS;2;1713.21;870523;870515;20
A* (Manh);2;0.354;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.043;23;10;2
DFS;2;1712.084;870523;870515;20
A* (Manh);2;0.567;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.043;23;10;2
DFS;2;1711.263;870523;870515;20
A* (Manh);2;0.363;6;3;2
A* (Hamm);2;0.026;6;3;2
BFS;2;0.006;1;1;0
DFS;2;0.003;1;1;0
A* (Manh);2;0.002;1;1;0
A* (Hamm);2;0.002;1;1;0
BFS;3;0.064;40;17;3
DFS;3;3504.111;1670674;1670665;20
A* (Manh);3;0.149;7;4;3
A* (Hamm);3;0.029;7;4;3
BFS;3;0.072;9;4;1
DFS;3;8625.244;4216280;4216280;20
A* (Manh);3;0.043;4;2;1
A* (Hamm);3;0.016;4;2;1
BFS;3;0.108;63;30;3
DFS;3;291.397;150490;150475;20
A* (Manh);3;0.141;10;4;3
A* (Hamm);3;0.036;10;4;3
BFS;3;0.117;72;35;3
DFS;3;318.231;169889;169875;20
A* (Manh);3;0.152;9;4;3
A* (Hamm);3;0.034;9;4;3
BFS;3;0.12;72;35;3
DFS;3;1348.929;689855;689841;20
A* (Manh);3;0.25;10;4;3
A* (Hamm);3;0.037;10;4;3
BFS;3;0.065;40;17;3
DFS;3;3356.626;1670674;1670665;20
A* (Manh);3;0.135;7;4;3
A* (Hamm);3;0.03;7;4;3
BFS;3;0.02;9;4;1
DFS;3;8944.378;4216280;4216280;20
A* (Manh);3;0.043;4;2;1
A* (Hamm);3;0.016;4;2;1
BFS;3;0.021;9;4;1
DFS;3;8916.656;4216280;4216280;20
A* (Manh);3;0.043;4;2;1
A* (Hamm);3;0.016;4;2;1
BFS;3;0.124;72;35;3
DFS;3;319.651;169889;169875;20
A* (Manh);3;0.313;9;4;3
A* (Hamm);3;0.034;9;4;3
BFS;3;0.019;9;4;1
DFS;3;8926.664;4224796;4224796;20
A* (Manh);3;0.043;4;2;1
A* (Hamm);3;0.016;4;2;1
BFS;3;0.112;63;30;3
DFS;3;286.837;150490;150475;20
A* (Manh);3;0.154;10;4;3
A* (Hamm);3;0.036;10;4;3
BFS;3;0.076;9;4;1
DFS;3;8658.266;4216280;4216280;20
A* (Manh);3;0.043;4;2;1
A* (Hamm);3;0.016;4;2;1
BFS;3;0.02;9;4;1
DFS;3;8750.984;4216280;4216280;20
A* (Manh);3;0.046;4;2;1
A* (Hamm);3;0.016;4;2;1
BFS;3;0.068;40;17;3
DFS;3;3381.151;1670674;1670665;20
A* (Manh);3;0.075;7;4;3
A* (Hamm);3;0.029;7;4;3
BFS;3;0.114;66;32;3
DFS;3;310.934;156007;155993;20
A* (Manh);3;0.091;10;4;3
A* (Hamm);3;0.035;10;4;3
BFS;3;0.02;9;4;1
DFS;3;8883.009;4216280;4216280;20
A* (Manh);3;0.043;4;2;1
A* (Hamm);3;0.016;4;2;1
BFS;3;0.021;9;4;1
DFS;3;8889.541;4224796;4224796;20
A* (Manh);3;0.043;4;2;1
A* (Hamm);3;0.016;4;2;1
BFS;3;0.122;72;35;3
DFS;3;346.932;169889;169875;20
A* (Manh);3;0.08;9;4;3
A* (Hamm);3;0.032;9;4;3
BFS;3;0.019;9;4;1
DFS;3;8758.948;4216280;4216280;20
A* (Manh);3;0.042;4;2;1
A* (Hamm);3;0.015;4;2;1
BFS;3;0.021;9;4;1
DFS;3;8923.875;4224796;4224796;20
A* (Manh);3;0.042;4;2;1
A* (Hamm);3;0.017;4;2;1
BFS;3;0.021;9;4;1
DFS;3;8896.421;4216280;4216280;20
A* (Manh);3;0.042;4;2;1
A* (Hamm);3;0.016;4;2;1
